suhu,kelembapan,angin,partikel_debu,comfort_score,comfort_level
25.49080237694725,82.47068842315764,11.723445787104318,132.25961596587888,58.78688929340433,Cukup Nyaman
37.01428612819832,69.28139697551569,17.27842244246517,134.01071501033636,70.43750207808438,Nyaman
32.6398788362281,53.1993913668957,17.30412392597879,128.93237072865833,78.0962045152204,Nyaman
29.973169683940732,38.4957092657313,15.251268365569928,58.12063103320777,78.05334996575934,Nyaman
21.12037280884873,52.10402769436142,5.896085171142574,12.009360148752766,61.452258406155266,Cukup Nyaman
21.119890406724053,52.885082711471085,21.541352407373996,130.6814131364043,60.38241907499619,Cukup Nyaman
19.161672243363988,75.12833980859352,10.736381364406451,65.66393928125086,50.920324463609965,Cukup Nyaman
35.3235229154987,70.06566092453673,7.9168887183969385,135.66512647567703,67.80552576145622,Cukup Nyaman
30.022300234864176,83.79670084169797,4.856277972650043,135.27059702160287,57.792094783726164,Cukup Nyaman
32.161451555920905,60.97182088390721,16.408751806953077,120.8912292107568,75.70292213898685,Nyaman
18.411689885916047,41.57768352660659,18.228851598687932,48.27835596904614,61.88714473355936,Cukup Nyaman
37.39819704323989,74.22846329726472,4.348344407484979,60.06270471825028,65.08354733558332,Cukup Nyaman
34.648852816008436,76.84317767392936,14.7539542242849,120.6477672971914,73.12766764979297,Nyaman
22.246782213565524,65.87024586632229,8.756411279156698,51.1998606703161,59.782749730441964,Cukup Nyaman
21.636499344142013,77.40319489750085,17.548628598598448,32.03405706919202,63.50980575194398,Cukup Nyaman
21.668090197068675,62.15875780004149,7.66169500910482,82.38416411958552,55.46265958784784,Cukup Nyaman
24.084844859190753,63.75030561600967,18.509692500151786,131.70012064090153,65.52924771916439,Cukup Nyaman
28.495128632644757,58.51475600972023,12.121442272311285,100.48387356774649,71.0887291449832,Nyaman
26.638900372842315,36.39805197092524,23.671329763471427,84.10795211161745,73.41497781243446,Nyaman
23.824582803960837,40.934028484631746,6.887939827065859,22.632944190199908,67.07132886542968,Cukup Nyaman
30.237057894447588,36.72860521277038,11.16239337205543,89.95093947089207,71.95727256902384,Nyaman
20.789877213040835,70.00257261950793,6.382943946052371,138.70700051355422,45.01459095495675,Tidak Nyaman
23.842892970704362,52.28957895919797,23.418565983849817,28.210921980748125,76.43943960798049,Nyaman
25.327236865873836,62.971388014058654,22.4241264210006,77.38285480728578,73.42423156249683,Nyaman
27.12139968434072,84.91615606593513,9.416774182018267,124.05849935063421,58.89574634703059,Cukup Nyaman
33.70351922786027,48.71107260318812,17.85966496671776,106.29992030804658,82.14421923736444,Nyaman
21.993475643167194,57.57106076695963,21.161666204225533,100.61204632938484,64.55304933737084,Cukup Nyaman
28.284688768272233,76.55531261986768,15.65921704358871,101.3229309183242,68.93544405176127,Cukup Nyaman
29.848291377240848,47.58389910203924,15.122662145476136,56.733849658568175,80.22263086144865,Nyaman
18.929008254399953,39.23389504058361,9.078898108909485,48.16693975438414,54.72035209749342,Cukup Nyaman
30.150897038028766,50.93632991025724,5.9551581239238836,115.21695021220677,68.7712024862102,Cukup Nyaman
21.41048247374583,43.86717079897024,22.841530917019863,115.31474130829349,61.11705144997455,Cukup Nyaman
19.30103185970559,86.13337087884152,22.90877920042994,122.71940141541349,48.60056327903287,Tidak Nyaman
36.977710745066666,79.44662087604294,17.295130602738627,128.72127183234127,68.48718818194585,Cukup Nyaman
37.31264066149119,69.83720660807329,11.119625612022714,76.47451185192192,70.02231763815041,Nyaman
34.167946962329225,82.93033246032448,11.333401066865878,75.19711830933595,72.62607134767374,Nyaman
24.092275383467413,79.20196422945129,19.245069256275027,113.77837326568077,63.85162836464093,Cukup Nyaman
19.95344228012768,45.26135323873197,22.83931545900412,94.49531100110947,59.3666597871481,Cukup Nyaman
31.684660530243136,84.09074491694878,22.628814909567463,101.25569404350144,72.56878740881923,Nyaman
26.803049874792027,64.6638233053608,20.3773864630101,113.45304702669314,72.327779078284,Nyaman
20.440764696895577,79.40920853402343,17.482664569240043,125.70069443628361,51.18077494546627,Cukup Nyaman
27.903538202225405,84.28502149579214,5.766939264896026,53.93937039069966,63.44812085189767,Cukup Nyaman
18.687770422304368,52.49019112345251,7.394202995986889,58.825783843192724,54.43986339194949,Cukup Nyaman
36.186408041575646,41.05285584902222,22.869637959068665,22.21765217931297,86.00686377017125,Nyaman
23.17559963200034,47.53643393980679,16.73501025285139,85.17641832950261,68.66116749453595,Cukup Nyaman
31.25044568707964,58.490928374444096,4.193138083949223,14.672495593576471,75.76456483736263,Nyaman
24.23422152178822,79.99081212573712,6.130902400186674,70.52774235721982,58.10879721756296,Cukup Nyaman
28.401360423556216,82.3401820790989,17.93353715126917,80.54380251198496,71.18759356233252,Nyaman
28.934205586865595,35.382367179215485,4.106293260770593,47.25036277667697,68.80369495668975,Cukup Nyaman
21.69708911051054,63.091101641766116,7.376969079767472,86.8083238739714,54.69905176015616,Cukup Nyaman
37.39169255529117,57.95760517318284,15.523409576698308,13.965032492076425,81.69956381012585,Nyaman
33.502656467222295,47.215929575890165,18.52979915154656,14.855264537397874,90.29214723985005,Nyaman
36.78997883128378,41.59259520335255,17.69118644955461,116.93807288575557,75.6301713506915,Nyaman
35.89654700855297,53.56883442719953,8.709655498671754,56.82478338346417,78.01547088874383,Nyaman
29.957999576221702,86.86003371518856,18.95576364829825,26.517866644745023,77.32110586443227,Nyaman
36.437484700462335,52.77616126114154,8.982230837432802,77.89162380712457,75.00742950885345,Nyaman
19.76985004103839,63.53348419588514,10.833393661344623,110.0991619028194,50.21192089732859,Cukup Nyaman
21.919657248382904,73.66604273923478,19.676319507478507,38.056733574589614,66.29066321955925,Cukup Nyaman
18.90454577821076,54.99962813086117,17.642290879991506,90.97576185647003,58.71887909375669,Cukup Nyaman
24.506606615265287,88.44801454965284,21.833691620377735,21.09517044918984,70.69108373471363,Nyaman
25.77354579378964,87.93460122181611,17.80987073830721,16.718623751919,72.6812996940828,Nyaman
23.426980635477918,48.848026270395025,15.934480670044904,79.07610210385924,69.64156366012327,Cukup Nyaman
34.57475018303859,62.348667824081204,5.967170124389942,80.28256580931385,73.71626740662441,Nyaman
25.135066533871786,51.548307039922335,11.722031864248104,92.86588719476686,69.68833715124185,Cukup Nyaman
23.618690193747614,50.66622719076072,9.569249721316234,104.391873383946,63.24744443123518,Cukup Nyaman
28.853921663164968,37.02878210449931,9.123782510960755,136.8607703301295,64.82918082595694,Cukup Nyaman
20.818484499495252,68.52603836889432,24.433221649801357,77.11904527915539,59.00292210633846,Cukup Nyaman
34.043939615080795,62.64734627758738,12.255052218001968,51.98434148236198,80.34699845652689,Nyaman
19.491012873595416,37.83133131874941,22.732977658719378,113.37420531993148,55.620447280171426,Cukup Nyaman
37.73773873201034,50.32555553301363,17.25391114594252,45.20819266406965,81.12463868680825,Nyaman
33.44489538593315,84.95462372816596,20.691037374374616,67.06628469173269,78.24699991374507,Nyaman
21.974313630683447,48.17590398668348,14.555378955209035,20.199329574494577,69.67064871728678,Cukup Nyaman
18.110442342472048,42.96921796501727,16.114981577153543,13.295596644009477,63.63991920595645,Cukup Nyaman
34.30922856909668,61.919901815265966,14.342871570196142,135.14429390813024,74.8888817696504,Nyaman
32.13714687695234,89.21077497608303,8.100102743758935,118.67741566658675,62.585420124605584,Cukup Nyaman
32.58014336081975,48.31303993313252,19.171494420491612,100.47664679218073,82.37313311621631,Nyaman
33.42540693371892,71.96745510732332,9.896219611257973,63.163882773855086,74.59222876237055,Nyaman
19.480893034681806,76.88907884307946,4.51063529506053,32.52826160920995,48.96063205890459,Tidak Nyaman
25.169314570885454,48.07006491958198,17.554918214050524,30.336815547241187,79.6311717906114,Nyaman
20.317381190502594,75.05189917365227,7.719324267548028,42.531576761397396,52.08734383212945,Cukup Nyaman
